url,host,tld,scheme,url_length,path_length,host_length,host_is_ip,has_port_in_string,num_digits,parameters,fragments,is_encoded,string_entropy,alexa_dis_similarity,subdirectories,periods,has_client,has_login,has_admin,has_server,num_encoded_chars,page_entropy,num_script_tags,script_to_body_ratio,html_length,page_tokens,num_sentences,num_punctuations,distinct_tokens,capitalizations,avg_tokens_per_sentence,num_html_tags,num_hidden_tags,num_iframes,num_embeds,num_objects,hyperlinks,num_whitespaces,num_included_elemets,num_double_documents,num_suspicious_elements,num_eval_functions,avg_script_length,avg_script_entropy,num_suspicious_functions,num_subdomains,registration_date,expiration_date,last_updates_dates,age,intended_life_span,life_remaining,registrar,reg_country,host_country,open_ports,num_open_ports,is_live,isp,connection_speed,avg_update_days,total_updates,ttl,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,dns_record,page_rank,tag
['https://brasscustoms.com/'],154.89.115.135,com,https,25,1,16,False,False,0,0,0,False,3.559079570624174,0,2,1,False,False,False,False,0,6.04829147255084,2,0.0012515644555694619,799,35,18,97,30,18,2.888888888888889,10,0,0,0,0,0,21,2,0,10,0,0.0,0.0,0,1,None,None,None,0,0,0,,,HK,"[80, 1234, 443]",3,True,ABCDE GROUP COMPANY LIMITED,0.181913,0,0,0,25,16,Don't have Ip in url,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,2,0,1,1,12,12,0,12,12,0,12.0,12.0,0,0,0,0,0,com is not a suspecious tld,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,1,1,0,210,0,0,phishing
['https://sparkasse.neu-dp.info/de/sp'],104.21.19.42,info,https,35,6,21,False,False,0,0,0,False,3.918867931899244,0,3,2,False,False,False,False,0,5.555903979824088,9,0.6529381965552178,19740,512,447,4963,438,777,2.1387024608501117,88,0,0,0,0,19,508,0,0,88,0,1431.2222222222222,5.058000046498721,3,1,None,None,None,0,0,0,,,US,"[2096, 2082, 2083, 2086, 2087, 80, 8880, 8080, 8443, 443]",10,True,"Cloudflare, Inc.",0.778363,0,0,0,35,21,Don't have Ip in url,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,5,1,2,2,2,9,9,2,3.6,4.666666666666667,2.0,0,0,0,0,info is not a suspecious tld,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,352,0,0,phishing
['http://ff-menmber-garena.vn/IlrKxrTYrVdknohejHVL4cwFV8iBQShsZIvxnRN7OrPbUewoT0dD019BTKkWnHVFrCOybfP25atkWHkXYdZ5lGnEqHzQlkC3h21Y_index'],103.200.23.160,vn,http,134,107,20,False,False,13,0,0,False,5.019745232497084,0,2,1,False,False,False,False,0,5.189613966523589,2,0.0005449591280653951,1835,118,46,214,84,88,3.5217391304347827,28,0,0,0,0,0,85,2,0,28,0,0.0,0.0,0,2,None,None,None,0,0,0,,,VN,"[2096, 2082, 2083, 2086, 80, 995, 443, 2077]",8,True,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,0.057907,0,0,0,134,20,"Detect <re.Match object; span=(77, 84), match='0dD019B'> in url",1,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.09701492537313433,0.0,0,0,0,0,0,1,0,0,0,1,0,5,3,2,2,5,100,7,100,24.0,5.0,52.5,0,0,0,0,vn is not a suspecious tld,0,0,1,81.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,phishing
['http://claimdaget.getnewsxz.my.id/'],104.21.1.189,id,http,34,1,26,False,False,0,0,0,False,4.13850217929474,0,2,3,False,False,False,False,0,1.584962500721156,0,0,3,1,1,0,1,2,1.0,1,0,0,0,0,0,0,0,-3,1,0,0,0,0,2,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",9,True,"Cloudflare, Inc.",0.708318,0,0,0,34,26,Don't have Ip in url,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,1,0,2,0,9,9,0,10,10,0,9.5,9.5,0,0,0,0,0,my.id is not a suspecious tld,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,219,0,0,phishing
['https://permohonanbaru-sumbangantunairahmah.perniagaanplasa.com/'],103.123.62.104,com,https,64,1,55,False,False,0,0,0,False,3.993039500408212,0,2,2,False,False,False,False,0,5.214382673760176,4,0.14597360624831673,11139,599,617,1715,384,142,1.959481361426256,69,0,0,0,0,4,1938,1,0,69,0,405.75,3.532051413582392,1,1,2015-04-14 06:43:32,2030-04-14 06:43:32,2022-01-03 15:18:46,3107,5479,2371,WEBCC,id,ID,[2087],1,True,PT Cloud Hosting Indonesia,0.168803,0,0,3107,64,55,Don't have Ip in url,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,3,1,14,14,0,20,20,0,16.333333333333332,16.333333333333332,0,0,0,0,0,com is not a suspecious tld,0,0,0,100.0,0,100.0,0.0,0,0,0,0,0,0,0,1,0,0,347,0,0,phishing
['http://ff-menmber-garena.vn/8nNU1qB2YeQEFRG8N9Ivm3SI1ZisKzHLSEO7eETIMd3SRzoRTLZapA0aeQnSnAzCI80ZcMssxNJZeN4LdgQvEhpw93Nv1Ucsh0UC_index'],103.200.23.160,vn,http,134,107,20,False,False,17,0,0,False,4.9300206982709325,0,2,1,False,False,False,False,0,5.189613966523589,2,0.0005449591280653951,1835,118,46,214,84,88,3.5217391304347827,28,0,0,0,0,0,85,2,0,28,0,0.0,0.0,0,2,None,None,None,0,0,0,,,VN,"[2096, 2082, 2083, 2086, 80, 995, 443, 2077]",8,True,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,0.078907,0,0,0,134,20,Don't have Ip in url,1,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.12686567164179105,0.0,0,0,0,0,0,1,0,0,0,1,0,5,4,2,2,5,100,7,100,24.0,5.0,52.5,0,0,0,0,vn is not a suspecious tld,0,0,1,81.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,phishing
['http://aktifkanndanapaylatter.indowin126.my.id/'],104.21.69.24,id,http,47,1,39,False,False,3,0,0,False,4.129190586577829,0,2,3,False,False,False,False,0,4.843100128222579,3,0.008544303797468355,12640,1071,130,1539,402,162,8.961538461538462,86,0,0,0,0,2,2585,2,0,86,0,35.333333333333336,1.5591041774665528,0,1,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",9,True,"Cloudflare, Inc.",0.284193,0,0,0,47,39,Don't have Ip in url,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.06382978723404255,0.07692307692307693,0,0,0,0,0,3,0,0,0,1,0,2,2,10,10,0,22,22,0,16.0,16.0,0,0,0,0,0,my.id is not a suspecious tld,0,0,1,0.0,0,80.0,20.0,0,0,0,100.0,0,0,0,1,0,0,321,0,0,phishing
['https://0365online.pages.dev/'],172.66.44.117,dev,https,29,1,20,False,False,4,0,0,False,4.185230132909402,0,2,2,False,False,False,False,0,3.271690451702004,1,0.999688466054782,125187,6,2,41716,6,12853,3.5,1,0,0,0,0,0,5,0,-3,1,0,125148.0,3.268216685235166,2,0,None,None,None,0,0,0,,,US,"[2096, 2082, 8443, 2052, 2086, 2087, 80, 8880, 443]",9,True,"Cloudflare, Inc.",0.214742,0,0,0,29,20,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.13793103448275862,0.2,0,0,0,0,"<re.Match object; span=(0, 10), match='https://03'>",2,0,0,0,0,0,2,0,5,5,0,10,10,0,7.5,7.5,0,0,0,0,0,dev is not a suspecious tld,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1052,0,5,phishing
['http://d60212.24houcryptowatcher.com/'],172.67.153.13,com,http,37,1,29,False,False,7,0,0,False,4.1885226220933465,0,2,2,False,False,False,False,0,5.030912467897808,1,0.5422222222222223,675,60,16,87,42,22,4.6875,7,0,0,0,0,0,35,0,0,7,0,366.0,4.789901097394087,0,1,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",9,True,"Cloudflare, Inc.",0.672368,0,0,0,37,29,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1891891891891892,0.2413793103448276,0,0,0,0,0,2,0,0,0,0,0,2,0,6,6,0,18,18,0,12.0,12.0,0,0,0,0,0,com is not a suspecious tld,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,189,0,0,phishing
['http://facebooksecuritys.blogspot.com/'],142.250.66.129,com,http,38,1,30,False,False,0,0,0,False,4.145972171840238,0,2,2,False,False,False,False,0,5.374862917186575,7,0.282997663620501,33813,2593,398,5600,990,923,7.032663316582915,284,0,0,0,0,5,1926,2,0,284,0,1366.142857142857,3.4629886809764363,3,1,2009-09-25 05:40:03,2024-09-25 05:40:03,2023-08-24 09:51:56,5134,5479,344,"MarkMonitor, Inc.",US,HK,"[80, 443]",2,True,Google LLC,1.019854,0,0,5134,38,30,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,t.co,0,0,0,2,1,8,8,0,17,17,0,12.5,12.5,0,0,0,0,0,com is not a suspecious tld,0,0,1,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,289,1,6,phishing
['http://maxteps.com/'],156.225.133.151,com,http,19,1,11,False,False,0,0,0,False,3.536886723742169,0,2,1,False,False,False,False,0,5.882167344302172,2,0.0012987012987012987,770,35,18,89,30,18,2.888888888888889,10,0,0,0,0,0,21,2,0,10,0,0.0,0.0,0,1,None,None,None,0,0,0,,,HK,"[80, 443]",2,True,LUOGELANG (FRANCE) LIMITED,0.040082,0,0,0,19,11,Don't have Ip in url,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,3,0,1,0,7,7,0,7,7,0,7.0,7.0,0,0,0,0,0,com is not a suspecious tld,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,1,1,0,239,0,0,phishing
['http://f5620.24houcryptowatcher.com/'],104.21.40.148,com,http,36,1,28,False,False,6,0,0,False,4.197159723424148,0,2,2,False,False,False,False,0,5.030912467897808,1,0.5422222222222223,675,60,16,87,42,22,4.6875,7,0,0,0,0,0,35,0,0,7,0,366.0,4.789901097394087,0,1,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",9,True,"Cloudflare, Inc.",0.714882,0,0,0,36,28,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.16666666666666666,0.21428571428571427,0,0,0,0,0,2,0,0,0,0,0,2,0,5,5,0,18,18,0,11.5,11.5,0,0,0,0,0,com is not a suspecious tld,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,189,0,0,phishing
['http://facebooksecuritys.blogspot.no/'],142.250.199.65,no,http,37,1,29,False,False,0,0,0,False,4.152171866202903,0,2,2,False,False,False,False,0,5.374862917186575,7,0.282997663620501,33813,2593,398,5600,990,923,7.032663316582915,284,0,0,0,0,5,1926,2,0,284,0,1366.142857142857,3.4629886809764363,3,1,2009-09-25 05:40:03,2024-09-25 05:40:03,2023-08-24 09:51:56,5134,5479,344,"MarkMonitor, Inc.",US,HK,"[80, 443]",2,True,Google LLC,0.91948,0,0,5134,37,29,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,2,1,8,8,0,17,17,0,12.5,12.5,0,0,0,0,0,no is not a suspecious tld,0,0,1,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,3,phishing
['https://mez.ink/mlbbgiftsnows23getsss'],104.18.4.46,ink,https,37,22,7,False,False,2,0,0,False,4.121219243831913,0,2,1,False,False,False,False,0,5.3746506940168,21,0.19921577170242893,36724,1032,885,6971,683,1360,2.15819209039548,127,0,0,0,0,3,1047,20,0,127,0,347.42857142857144,0.22189733254774974,1,0,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",9,True,"Cloudflare, Inc.",0.270733,0,0,0,37,7,Don't have Ip in url,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,3,21,21,3,21,12.0,3.0,21.0,0,0,0,0,ink is not a suspecious tld,0,0,1,90.625,0,100.0,0.0,0,0,0,25.0,0,0,0,0,0,0,48,0,5,phishing
['https://ff-spineyen.terbaru-2023.com/vhsfhqpdhdxih1/'],104.21.67.119,com,https,52,16,28,False,False,5,0,0,False,4.596899756886206,0,3,2,False,False,False,False,0,5.067013200269915,9,0.014430457476205097,16285,1178,109,2179,544,231,11.743119266055047,305,0,0,0,0,2,847,7,0,305,0,25.22222222222222,0.9535085390310883,0,1,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2053, 2086, 2087, 2095, 80, 8880, 8443, 443]",11,True,"Cloudflare, Inc.",5.513918,0,0,0,52,28,Don't have Ip in url,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.09615384615384616,0.14285714285714285,0,0,0,0,0,2,0,0,0,0,0,5,1,2,2,14,14,8,14,7.0,5.25,14.0,0,0,0,0,com is not a suspecious tld,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,180,0,0,phishing
['https://viral-telegram-2023-9788.real-vip.art/id/'],172.67.141.220,art,https,49,4,37,False,False,8,0,0,False,4.303186119492954,0,3,2,False,False,False,False,0,3.210318583113213,1,0.9991430364056498,65347,9,2,21765,9,5546,5.0,1,0,0,0,0,0,7,0,-3,1,0,65291.0,3.201475733773149,2,1,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2053, 2086, 2087, 80, 8880, 8443, 443]",10,True,"Cloudflare, Inc.",0.650098,0,0,0,49,37,Don't have Ip in url,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.16326530612244897,0.21621621621621623,0,0,0,0,0,2,0,0,0,0,0,7,1,2,3,2,8,8,2,4.285714285714286,4.666666666666667,2.0,0,0,0,0,art is not a suspecious tld,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228,0,0,phishing
['https://apple.appleidcu.top/'],156.245.92.24,top,https,28,1,19,False,False,0,0,0,False,3.6280852788913944,0,2,2,False,False,False,False,0,4.679142839587651,9,0.0010845986984815619,7376,387,125,840,249,45,3.72,32,0,0,0,0,0,1461,9,-1,32,0,0.0,0.0,0,1,None,None,None,0,0,0,,,HK,"[80, 443, 21]",3,True,qlhost,0.206936,0,0,0,28,19,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,u.to,0,0,0,2,2,5,5,0,9,9,0,7.0,7.0,0,0,0,0,0,top,0,0,1,72.22222222222221,0,0,0,0,0,0,0,0,0,1,1,0,0,358,0,0,phishing
['http://oidjiaodjada.vercel.app/'],76.76.21.98,app,http,31,1,23,False,False,0,0,0,False,3.8488846166291197,0,2,2,False,False,False,False,0,4.95732630058622,11,0.0308411214953271,5350,233,20,739,191,108,12.6,92,0,0,0,0,4,233,10,0,92,0,14.090909090909092,0.41782049665541615,0,1,None,None,None,0,0,0,,,US,"[80, 443]",2,True,"Amazon.com, Inc.",0.085524,0,0,0,31,23,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,2,0,6,6,0,12,12,0,9.0,9.0,0,0,0,0,0,app is not a suspecious tld,0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,104,0,4,phishing
['http://f40305.24houcryptowatcher.com/'],104.21.40.148,com,http,37,1,29,False,False,7,0,0,False,4.208924987016683,0,2,2,False,False,False,False,0,5.030912467897808,1,0.5422222222222223,675,60,16,87,42,22,4.6875,7,0,0,0,0,0,35,0,0,7,0,366.0,4.789901097394087,0,1,None,None,None,0,0,0,,,US,"[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",9,True,"Cloudflare, Inc.",0.692507,0,0,0,37,29,Don't have Ip in url,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1891891891891892,0.2413793103448276,0,0,0,0,0,2,0,0,0,0,0,2,0,6,6,0,18,18,0,12.0,12.0,0,0,0,0,0,com is not a suspecious tld,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,189,0,0,phishing
['http://essp-correos.top/'],107.150.4.134,top,http,24,1,16,False,False,0,0,0,False,3.4276942711037672,0,2,1,False,False,False,False,0,4.20024248871564,1,0.0,78,4,2,11,4,0,2.5,1,0,0,0,0,0,3,1,-3,1,0,0.0,0.0,0,4,1999-09-29 23:08:58,2024-09-29 23:08:54,2022-09-30 11:31:20,8782,9131,349,"Wild West Domains, LLC",US,US,"[80, 443, 22]",3,True,QuadraNet Enterprises LLC,0.504867,0,0,8782,24,16,Don't have Ip in url,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,4,0,7,7,0,5.5,5.5,0,0,0,0,0,top,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1,1,0,0,342,0,0,phishing
